region,sex,age,marst,educ,incwage
mountain division,female,20,never married/single,grade 12,2200
mountain division,male,40,"married, spouse present",5+ years of college,107000
mountain division,female,38,"married, spouse present",5+ years of college,110000
mountain division,male,33,"married, spouse present",1 year of college,20000
mountain division,female,27,"married, spouse present",1 year of college,20000
mountain division,female,43,"married, spouse present",grade 12,35000
mountain division,male,58,"married, spouse present",1 year of college,88000
mountain division,male,34,"married, spouse present",grade 12,81000
mountain division,female,35,"married, spouse present",grade 12,1600
mountain division,female,34,never married/single,n/a or no schooling,0
mountain division,male,26,"married, spouse present",1 year of college,12000
mountain division,female,27,"married, spouse present",1 year of college,10000
mountain division,female,57,divorced,grade 12,36000
mountain division,male,53,divorced,grade 12,24000
mountain division,female,27,"married, spouse present",4 years of college,10000
mountain division,male,24,"married, spouse present",grade 12,32000
mountain division,female,58,"married, spouse present",5+ years of college,94000
mountain division,male,58,"married, spouse present",grade 12,70000
mountain division,male,31,"married, spouse present",1 year of college,70
mountain division,female,24,"married, spouse present",grade 12,0
mountain division,male,56,divorced,grade 12,36500
mountain division,female,57,"married, spouse present",4 years of college,58000
mountain division,male,56,"married, spouse present",grade 12,70000
mountain division,female,23,never married/single,grade 12,20000
mountain division,female,24,never married/single,grade 12,22000
mountain division,male,32,never married/single,4 years of college,38500
mountain division,female,24,never married/single,4 years of college,50000
mountain division,male,63,"married, spouse present",grade 12,0
mountain division,female,62,"married, spouse present",5+ years of college,0
mountain division,female,37,"married, spouse present",1 year of college,0
mountain division,male,36,"married, spouse present",1 year of college,29000
mountain division,female,62,"married, spouse present",4 years of college,13900
mountain division,male,64,"married, spouse present",4 years of college,0
mountain division,male,62,divorced,4 years of college,107000
mountain division,female,20,never married/single,grade 12,0
mountain division,male,45,"married, spouse present",5+ years of college,65000
mountain division,female,46,"married, spouse present",grade 12,0
mountain division,female,23,never married/single,1 year of college,10000
mountain division,female,18,never married/single,grade 11,5000
mountain division,female,55,"married, spouse present",grade 12,0
mountain division,male,56,"married, spouse present",grade 12,100000
mountain division,female,21,never married/single,grade 12,1200
mountain division,female,43,divorced,4 years of college,42000
mountain division,female,19,never married/single,grade 12,2000
mountain division,female,51,divorced,1 year of college,9100
mountain division,female,47,divorced,2 years of college,15000
mountain division,male,24,never married/single,1 year of college,10000
mountain division,female,22,never married/single,1 year of college,7000
mountain division,male,19,never married/single,grade 12,25700
mountain division,female,63,"married, spouse present",grade 12,0
mountain division,male,37,never married/single,4 years of college,70000
mountain division,female,29,never married/single,grade 12,0
mountain division,female,57,divorced,1 year of college,0
mountain division,female,37,"married, spouse present",5+ years of college,53000
mountain division,male,34,"married, spouse present",grade 12,52000
mountain division,female,40,"married, spouse present",4 years of college,0
mountain division,male,42,"married, spouse present",4 years of college,150000
mountain division,male,65,"married, spouse present",1 year of college,84000
mountain division,female,62,"married, spouse present",grade 12,0
mountain division,male,52,"married, spouse present",2 years of college,100000
mountain division,female,45,"married, spouse present",1 year of college,100000
mountain division,female,60,"married, spouse present",grade 12,57000
mountain division,male,63,"married, spouse present",1 year of college,35200
mountain division,female,22,never married/single,grade 12,13000
mountain division,male,44,"married, spouse present",grade 12,100000
mountain division,female,44,"married, spouse present",grade 12,60000
mountain division,male,19,never married/single,grade 12,12000
mountain division,male,59,"married, spouse absent",grade 12,10000
mountain division,female,61,"married, spouse present",grade 12,14100
mountain division,female,31,"married, spouse present",grade 12,14100
mountain division,male,41,"married, spouse present",grade 12,15100
mountain division,female,35,"married, spouse present",4 years of college,39500
mountain division,male,30,"married, spouse present",1 year of college,30000
mountain division,male,24,"married, spouse present",1 year of college,20000
mountain division,female,24,"married, spouse present",4 years of college,0
mountain division,female,38,never married/single,2 years of college,65000
mountain division,male,19,never married/single,grade 11,5000
mountain division,male,18,never married/single,grade 12,0
mountain division,male,42,"married, spouse present",grade 12,98000
mountain division,female,42,"married, spouse present",grade 12,0
mountain division,male,22,never married/single,grade 12,12000
mountain division,female,18,never married/single,grade 11,8000
mountain division,male,44,"married, spouse present",4 years of college,70000
mountain division,female,43,"married, spouse present",4 years of college,0
mountain division,male,18,never married/single,grade 11,2500
mountain division,male,41,"married, spouse present",grade 12,60000
mountain division,female,43,"married, spouse present",grade 12,8000
mountain division,female,39,never married/single,5+ years of college,54000
mountain division,male,45,divorced,1 year of college,40000
mountain division,male,42,never married/single,1 year of college,69000
mountain division,male,54,divorced,grade 12,0
mountain division,female,58,"married, spouse present",2 years of college,0
mountain division,male,59,"married, spouse present",grade 12,0
mountain division,female,48,"married, spouse present",5+ years of college,56000
mountain division,male,49,"married, spouse present",grade 12,77000
mountain division,male,22,never married/single,grade 12,24500
mountain division,male,18,never married/single,grade 11,0
mountain division,male,45,"married, spouse present",1 year of college,72000
mountain division,female,45,"married, spouse present",2 years of college,11000
mountain division,male,18,never married/single,grade 10,0
mountain division,female,44,"married, spouse present",4 years of college,0
mountain division,male,50,"married, spouse present",4 years of college,66000
mountain division,female,64,"married, spouse present",1 year of college,0
mountain division,female,61,"married, spouse present",1 year of college,34800
mountain division,male,60,"married, spouse present",5+ years of college,83000
mountain division,female,63,"married, spouse present",4 years of college,0
mountain division,male,61,"married, spouse present",1 year of college,98000
mountain division,male,52,divorced,2 years of college,42000
mountain division,female,53,divorced,4 years of college,18000
mountain division,female,24,never married/single,4 years of college,38000
mountain division,male,55,"married, spouse present",4 years of college,0
mountain division,female,48,"married, spouse present",4 years of college,40000
mountain division,male,19,never married/single,grade 12,3000
mountain division,female,22,"married, spouse present",grade 12,0
mountain division,male,24,"married, spouse present",2 years of college,11000
mountain division,male,40,widowed,grade 12,63000
mountain division,female,22,"married, spouse present",grade 12,15000
mountain division,male,23,"married, spouse present",grade 12,27500
mountain division,male,59,"married, spouse present",grade 12,20000
mountain division,female,59,"married, spouse present",grade 12,11300
mountain division,female,23,never married/single,grade 12,10000
mountain division,female,54,"married, spouse present",grade 12,100000
mountain division,male,50,"married, spouse present",grade 12,135000
mountain division,female,29,"married, spouse present",grade 11,400
mountain division,male,31,"married, spouse present",grade 12,60000
mountain division,female,28,never married/single,4 years of college,78000
mountain division,female,33,never married/single,4 years of college,33000
mountain division,female,27,never married/single,grade 12,32000
mountain division,female,56,never married/single,1 year of college,38300
mountain division,female,42,divorced,4 years of college,95000
mountain division,female,18,never married/single,grade 12,6000
mountain division,female,60,"married, spouse present",4 years of college,0
mountain division,male,61,"married, spouse present",5+ years of college,40000
mountain division,female,65,"married, spouse present",2 years of college,0
mountain division,male,58,"married, spouse present",1 year of college,73000
mountain division,female,60,"married, spouse present",grade 12,0
mountain division,female,27,never married/single,grade 12,23000
mountain division,female,30,never married/single,grade 12,30000
mountain division,male,44,"married, spouse present",5+ years of college,118000
mountain division,female,45,"married, spouse present",4 years of college,0
mountain division,male,51,"married, spouse present",grade 12,43000
mountain division,female,47,"married, spouse present",grade 12,33500
mountain division,female,23,never married/single,grade 12,16700
mountain division,male,50,"married, spouse present",grade 12,25000
mountain division,female,48,"married, spouse present",grade 12,38000
mountain division,male,33,"married, spouse present",grade 12,60000
mountain division,female,32,"married, spouse present",5+ years of college,10000
mountain division,female,45,divorced,grade 12,0
mountain division,male,45,divorced,4 years of college,30000
mountain division,male,19,never married/single,grade 12,8200
mountain division,female,44,"married, spouse present",1 year of college,50000
mountain division,male,44,"married, spouse present",grade 12,10000
mountain division,female,27,never married/single,grade 12,12500
mountain division,male,19,never married/single,grade 11,1000
mountain division,male,53,"married, spouse present",2 years of college,12000
mountain division,female,37,"married, spouse present",4 years of college,0
mountain division,male,27,"married, spouse absent",4 years of college,55000
mountain division,male,39,"married, spouse present",5+ years of college,145000
mountain division,female,33,"married, spouse present",2 years of college,20000
mountain division,male,40,"married, spouse present",4 years of college,47000
mountain division,female,33,"married, spouse present",4 years of college,0
mountain division,male,45,"married, spouse present",1 year of college,53000
mountain division,female,28,"married, spouse present",grade 12,0
mountain division,female,40,"married, spouse present",grade 12,12000
mountain division,male,45,"married, spouse present",grade 12,36000
mountain division,female,65,"married, spouse present",grade 12,0
mountain division,male,46,never married/single,grade 12,0
mountain division,female,38,"married, spouse present",4 years of college,40000
mountain division,male,41,"married, spouse present",grade 12,50000
mountain division,male,51,"married, spouse absent",grade 12,33600
mountain division,female,42,divorced,grade 12,0
mountain division,male,46,"married, spouse present",5+ years of college,75000
mountain division,female,48,"married, spouse present",5+ years of college,75000
mountain division,female,21,never married/single,grade 12,0
mountain division,female,19,never married/single,grade 12,1000
mountain division,female,18,never married/single,grade 11,1000
mountain division,male,50,"married, spouse present",5+ years of college,200000
mountain division,female,49,"married, spouse present",4 years of college,15000
mountain division,female,19,never married/single,1 year of college,3000
mountain division,female,32,"married, spouse present",grade 12,0
mountain division,male,41,"married, spouse present",2 years of college,0
mountain division,female,46,divorced,grade 12,20000
mountain division,female,23,never married/single,grade 12,5000
mountain division,female,28,"married, spouse present",1 year of college,40100
mountain division,male,35,"married, spouse present",2 years of college,56000
mountain division,female,39,"married, spouse present",grade 12,8000
mountain division,male,44,"married, spouse present",grade 12,90000
mountain division,male,18,never married/single,grade 11,5000
mountain division,male,39,divorced,1 year of college,30000
mountain division,male,64,divorced,4 years of college,29000
mountain division,female,39,"married, spouse present",4 years of college,27000
mountain division,male,45,"married, spouse present",5+ years of college,150000
mountain division,male,58,"married, spouse present",5+ years of college,140000
mountain division,female,58,"married, spouse present",1 year of college,450
mountain division,male,29,divorced,grade 12,37600
mountain division,female,27,never married/single,4 years of college,17300
mountain division,male,62,"married, spouse present",4 years of college,0
mountain division,male,42,never married/single,grade 12,20000
mountain division,female,38,never married/single,grade 12,0
mountain division,female,45,"married, spouse present",grade 12,0
mountain division,male,44,"married, spouse present",4 years of college,60000
mountain division,male,43,"married, spouse present",4 years of college,65000
mountain division,female,44,"married, spouse present",grade 12,45000
mountain division,male,21,never married/single,grade 12,12000
mountain division,female,64,"married, spouse present",grade 12,40500
mountain division,female,29,"married, spouse present",2 years of college,39100
mountain division,female,27,"married, spouse present",grade 12,26900
mountain division,male,37,"married, spouse present",4 years of college,56000
mountain division,female,38,"married, spouse present",1 year of college,0
mountain division,female,65,divorced,5+ years of college,100000
mountain division,male,41,never married/single,4 years of college,25600
mountain division,female,57,divorced,5+ years of college,50000
mountain division,male,19,never married/single,grade 12,2000
mountain division,female,23,never married/single,4 years of college,35000
mountain division,female,44,never married/single,1 year of college,30000
mountain division,male,21,never married/single,grade 12,20000
mountain division,male,18,never married/single,grade 10,8000
mountain division,female,54,"married, spouse present",4 years of college,24600
mountain division,male,57,"married, spouse present",2 years of college,58000
mountain division,female,56,"married, spouse present",5+ years of college,54000
mountain division,male,59,"married, spouse present",5+ years of college,52000
mountain division,male,32,"married, spouse present",1 year of college,50000
mountain division,female,29,"married, spouse present",1 year of college,0
mountain division,male,40,"married, spouse present",1 year of college,65000
mountain division,female,39,"married, spouse present",1 year of college,63000
mountain division,male,31,"married, spouse present",5+ years of college,100000
mountain division,female,30,"married, spouse present",5+ years of college,0
mountain division,female,36,"married, spouse present",5+ years of college,45000
mountain division,male,43,"married, spouse present",grade 12,65000
mountain division,female,53,"married, spouse present",5+ years of college,83000
mountain division,male,59,"married, spouse present",4 years of college,102000
mountain division,male,24,never married/single,1 year of college,8200
mountain division,female,60,divorced,grade 12,54000
mountain division,female,49,divorced,5+ years of college,0
mountain division,male,49,divorced,5+ years of college,65000
new england division,female,22,never married/single,1 year of college,1000
new england division,male,23,never married/single,4 years of college,2000
new england division,male,19,never married/single,grade 12,150
new england division,male,23,never married/single,1 year of college,6000
new england division,male,50,never married/single,grade 12,0
new england division,male,52,divorced,grade 10,0
new england division,male,49,"married, spouse present",5+ years of college,382000
new england division,female,47,"married, spouse present",4 years of college,51000
new england division,female,19,never married/single,grade 11,0
new england division,female,41,divorced,1 year of college,0
new england division,male,40,never married/single,grade 12,0
new england division,female,19,never married/single,grade 11,5000
new england division,female,32,"married, spouse present",2 years of college,62000
new england division,male,32,"married, spouse present",4 years of college,41000
new england division,male,28,never married/single,grade 12,26400
new england division,male,32,never married/single,grade 12,25400
new england division,female,25,never married/single,grade 12,14800
new england division,female,54,never married/single,1 year of college,0
new england division,female,39,"married, spouse present",5+ years of college,95000
new england division,male,40,"married, spouse present",grade 12,44000
new england division,female,18,never married/single,grade 10,250
new england division,male,44,"married, spouse present",4 years of college,75000
new england division,female,39,"married, spouse present",4 years of college,10000
new england division,male,48,divorced,grade 12,0
new england division,male,55,"married, spouse present",5+ years of college,118000
new england division,female,57,"married, spouse present",4 years of college,61000
new england division,female,58,"married, spouse present",4 years of college,0
new england division,male,58,"married, spouse present",2 years of college,35000
new england division,male,58,never married/single,grade 10,3000
new england division,female,53,separated,4 years of college,50000
new england division,female,22,never married/single,1 year of college,4100
new england division,female,19,never married/single,grade 12,2400
new england division,female,18,never married/single,grade 11,0
new england division,female,54,"married, spouse present",grade 12,12000
new england division,male,50,"married, spouse present",grade 12,60000
new england division,male,46,"married, spouse present",grade 10,3000
new england division,female,44,"married, spouse present",grade 12,35000
new england division,male,22,never married/single,1 year of college,12000
new england division,male,22,never married/single,grade 12,25000
new england division,male,22,never married/single,grade 12,48700
new england division,male,22,never married/single,grade 12,26000
new england division,female,20,never married/single,grade 12,27000
new england division,male,20,never married/single,grade 12,21900
new england division,male,54,never married/single,4 years of college,55000
new england division,male,43,"married, spouse present",grade 12,50000
new england division,female,38,"married, spouse present",1 year of college,0
new england division,female,64,"married, spouse present",4 years of college,0
new england division,male,36,never married/single,5+ years of college,75000
new england division,female,32,never married/single,4 years of college,62000
new england division,male,51,never married/single,1 year of college,0
new england division,male,44,never married/single,grade 12,50000
new england division,female,44,never married/single,2 years of college,76000
new england division,male,50,never married/single,1 year of college,0
new england division,male,55,"married, spouse present",grade 12,80000
new england division,female,51,"married, spouse present",grade 12,76000
new england division,male,21,never married/single,1 year of college,660
south atlantic division,female,38,separated,grade 12,0
south atlantic division,female,22,never married/single,4 years of college,3000
south atlantic division,female,20,never married/single,grade 12,0
south atlantic division,male,25,never married/single,grade 12,20000
south atlantic division,male,20,never married/single,grade 12,2500
south atlantic division,male,23,divorced,1 year of college,900
south atlantic division,male,25,never married/single,grade 11,0
south atlantic division,male,19,never married/single,1 year of college,0
south atlantic division,male,20,never married/single,1 year of college,0
south atlantic division,male,20,never married/single,1 year of college,0
south atlantic division,male,54,divorced,grade 12,0
south atlantic division,male,38,never married/single,grade 10,0
south atlantic division,female,19,never married/single,grade 12,2000
south atlantic division,male,59,never married/single,grade 12,0
south atlantic division,male,23,never married/single,2 years of college,18700
south atlantic division,male,55,never married/single,grade 9,0
south atlantic division,female,20,never married/single,1 year of college,32000
south atlantic division,male,22,never married/single,1 year of college,6000
south atlantic division,female,20,never married/single,grade 12,400
south atlantic division,female,19,never married/single,1 year of college,0
south atlantic division,male,20,never married/single,grade 12,22000
south atlantic division,female,20,never married/single,grade 12,12000
south atlantic division,male,20,never married/single,1 year of college,2000
south atlantic division,female,21,never married/single,1 year of college,6000
south atlantic division,female,20,never married/single,1 year of college,5800
south atlantic division,male,23,never married/single,grade 12,30000
south atlantic division,male,45,never married/single,grade 11,0
south atlantic division,male,48,never married/single,grade 10,33000
south atlantic division,male,24,never married/single,grade 12,27500
south atlantic division,male,41,never married/single,grade 9,18000
south atlantic division,male,48,never married/single,grade 9,0
south atlantic division,male,50,"married, spouse absent",grade 12,2000
south atlantic division,male,20,never married/single,1 year of college,1800
south atlantic division,female,20,never married/single,1 year of college,1000
south atlantic division,female,37,never married/single,grade 10,0
south atlantic division,male,36,never married/single,"grade 5, 6, 7, or 8",41800
south atlantic division,male,19,never married/single,grade 12,800
south atlantic division,male,35,never married/single,grade 12,0
south atlantic division,male,22,never married/single,1 year of college,0
south atlantic division,female,35,never married/single,grade 10,4800
south atlantic division,female,19,never married/single,grade 12,0
south atlantic division,female,51,never married/single,grade 12,0
south atlantic division,male,56,divorced,grade 12,26000
south atlantic division,male,21,never married/single,1 year of college,2500
south atlantic division,male,20,never married/single,1 year of college,5000
south atlantic division,male,21,never married/single,grade 12,0
south atlantic division,male,21,never married/single,1 year of college,0
south atlantic division,male,44,widowed,grade 12,24000
south atlantic division,female,29,"married, spouse absent",grade 9,0
south atlantic division,female,19,never married/single,grade 12,1000
south atlantic division,female,21,never married/single,1 year of college,6000
south atlantic division,female,46,divorced,2 years of college,0
south atlantic division,male,41,"married, spouse absent",grade 11,0
south atlantic division,male,19,never married/single,1 year of college,0
south atlantic division,male,59,separated,grade 12,100000
south atlantic division,female,57,"married, spouse present",4 years of college,98000
south atlantic division,male,60,"married, spouse present",grade 12,38000
south atlantic division,male,30,never married/single,1 year of college,15000
south atlantic division,female,34,never married/single,1 year of college,15000
south atlantic division,female,33,never married/single,4 years of college,4800
south atlantic division,male,29,never married/single,grade 12,50000
south atlantic division,male,62,divorced,grade 12,82000
south atlantic division,female,32,"married, spouse present",4 years of college,49000
south atlantic division,male,33,"married, spouse present",grade 12,69000
south atlantic division,female,37,"married, spouse present",4 years of college,75000
south atlantic division,male,39,"married, spouse present",4 years of college,120000
south atlantic division,male,53,"married, spouse present",4 years of college,125000
south atlantic division,female,52,"married, spouse present",1 year of college,39000
south atlantic division,male,52,divorced,1 year of college,77000
south atlantic division,female,39,"married, spouse present",4 years of college,63000
south atlantic division,male,39,"married, spouse present",1 year of college,72000
south atlantic division,male,36,never married/single,grade 12,23000
south atlantic division,male,32,never married/single,grade 12,2500
south atlantic division,male,25,never married/single,4 years of college,3000
south atlantic division,male,59,widowed,grade 12,52000
south atlantic division,female,59,"married, spouse present",5+ years of college,68000
south atlantic division,male,61,"married, spouse present",4 years of college,28000
south atlantic division,male,57,"married, spouse present",grade 12,69000
south atlantic division,female,49,"married, spouse present",grade 12,16800
south atlantic division,male,39,"married, spouse present",grade 12,65000
south atlantic division,female,39,"married, spouse present","grade 5, 6, 7, or 8",38000
south atlantic division,female,22,never married/single,2 years of college,30000
south atlantic division,female,56,divorced,grade 10,0
south atlantic division,female,45,never married/single,grade 12,3000
south atlantic division,female,49,"married, spouse present",4 years of college,0
south atlantic division,male,49,"married, spouse present",4 years of college,108000
south atlantic division,male,64,"married, spouse present",5+ years of college,150000
south atlantic division,female,62,"married, spouse present",4 years of college,40000
south atlantic division,female,31,never married/single,5+ years of college,130000
south atlantic division,male,63,"married, spouse present",1 year of college,131000
south atlantic division,male,33,divorced,2 years of college,59000
south atlantic division,male,29,never married/single,4 years of college,100000
south atlantic division,female,29,never married/single,4 years of college,20000
south atlantic division,male,49,"married, spouse present",5+ years of college,50000
south atlantic division,female,50,"married, spouse present",5+ years of college,78000
south atlantic division,male,18,never married/single,grade 10,500
south atlantic division,female,33,"married, spouse present",5+ years of college,150000
south atlantic division,male,35,"married, spouse present",4 years of college,60000
south atlantic division,female,47,"married, spouse present",grade 12,30000
south atlantic division,male,46,"married, spouse present",grade 12,516000
south atlantic division,female,40,widowed,1 year of college,750
south atlantic division,male,64,never married/single,1 year of college,0
south atlantic division,male,53,divorced,grade 12,45800
south atlantic division,male,52,never married/single,grade 12,0
south atlantic division,male,49,never married/single,grade 12,0
south atlantic division,male,49,divorced,grade 11,36000
south atlantic division,male,60,"married, spouse present",4 years of college,150000
south atlantic division,female,59,"married, spouse present",5+ years of college,11000
south atlantic division,male,42,never married/single,grade 12,7500
south atlantic division,female,37,"married, spouse present",5+ years of college,33000
south atlantic division,male,38,"married, spouse present",4 years of college,55000
south atlantic division,male,63,"married, spouse present",2 years of college,0
south atlantic division,female,61,"married, spouse present",grade 12,80
south atlantic division,female,38,"married, spouse present",5+ years of college,108000
south atlantic division,male,42,"married, spouse present",5+ years of college,84000
south atlantic division,male,43,"married, spouse present",5+ years of college,85000
south atlantic division,female,38,"married, spouse present",1 year of college,0
south atlantic division,male,37,never married/single,4 years of college,42000
south atlantic division,female,56,never married/single,1 year of college,0
south atlantic division,male,24,never married/single,1 year of college,0
south atlantic division,male,24,never married/single,1 year of college,0
south atlantic division,male,33,"married, spouse present",4 years of college,60000
south atlantic division,female,31,"married, spouse present",5+ years of college,55000
south atlantic division,female,46,"married, spouse present",2 years of college,48000
south atlantic division,male,44,"married, spouse present",grade 12,49000
south atlantic division,female,38,"married, spouse present",5+ years of college,56000
south atlantic division,male,36,"married, spouse present",2 years of college,0
south atlantic division,male,25,"married, spouse present",grade 12,45000
south atlantic division,female,25,"married, spouse present",1 year of college,0
south atlantic division,female,65,"married, spouse present",1 year of college,0
south atlantic division,male,65,"married, spouse present",5+ years of college,24000
south atlantic division,male,52,"married, spouse present",grade 12,0
south atlantic division,female,56,"married, spouse present",4 years of college,0
south atlantic division,male,23,never married/single,1 year of college,7200
south atlantic division,female,33,"married, spouse present",4 years of college,18000
south atlantic division,male,36,"married, spouse present",2 years of college,55000
south atlantic division,female,33,never married/single,grade 12,48000
south atlantic division,female,18,never married/single,grade 9,0
south atlantic division,female,31,"married, spouse present",4 years of college,65000
south atlantic division,male,30,"married, spouse present",4 years of college,80000
south atlantic division,male,54,divorced,grade 12,43000
south atlantic division,female,32,never married/single,grade 12,31600
south atlantic division,male,30,separated,grade 12,0
south atlantic division,male,26,never married/single,grade 12,40000
south atlantic division,male,35,never married/single,grade 12,37000
south atlantic division,female,34,divorced,5+ years of college,43000
south atlantic division,male,23,"married, spouse present",grade 12,40000
south atlantic division,female,23,"married, spouse present",2 years of college,8400
south atlantic division,male,34,never married/single,1 year of college,106000
south atlantic division,male,20,never married/single,grade 12,47500
south atlantic division,male,38,"married, spouse present",4 years of college,70000
south atlantic division,female,37,"married, spouse present",5+ years of college,72000
south atlantic division,male,24,never married/single,4 years of college,73000
south atlantic division,male,50,"married, spouse present",1 year of college,120000
south atlantic division,female,47,"married, spouse present",4 years of college,0
south atlantic division,female,58,never married/single,2 years of college,35000
south atlantic division,female,65,"married, spouse present",4 years of college,0
south atlantic division,female,36,"married, spouse present",4 years of college,40000
south atlantic division,male,41,"married, spouse present",5+ years of college,115000
south atlantic division,male,56,divorced,2 years of college,107000
south atlantic division,male,64,divorced,grade 10,0
south atlantic division,female,33,divorced,grade 12,0
south atlantic division,male,62,divorced,grade 12,96000
south atlantic division,male,33,"married, spouse present",4 years of college,130000
south atlantic division,female,35,"married, spouse present",4 years of college,0
south atlantic division,male,62,"married, spouse present",4 years of college,42000
south atlantic division,female,53,"married, spouse present",4 years of college,41000
south atlantic division,female,26,never married/single,5+ years of college,47000
south atlantic division,male,22,never married/single,grade 12,0
south atlantic division,male,41,"married, spouse present",1 year of college,85000
south atlantic division,female,37,"married, spouse present",5+ years of college,90000
south atlantic division,female,56,"married, spouse present",4 years of college,78000
south atlantic division,male,61,"married, spouse present",1 year of college,135000
south atlantic division,female,24,"married, spouse present",1 year of college,0
south atlantic division,male,35,"married, spouse present",4 years of college,25000
south atlantic division,female,47,divorced,grade 12,141000
south atlantic division,male,49,divorced,1 year of college,63000
south atlantic division,female,25,never married/single,2 years of college,22900
south atlantic division,female,32,"married, spouse present",grade 12,13000
south atlantic division,female,29,"married, spouse present",grade 12,0
south atlantic division,female,60,divorced,grade 12,20000
south atlantic division,male,35,"married, spouse present",grade 12,30000
south atlantic division,female,27,"married, spouse present",grade 12,1000
south atlantic division,male,54,"married, spouse present",5+ years of college,128000
south atlantic division,female,47,"married, spouse present",2 years of college,35000
south atlantic division,male,28,never married/single,4 years of college,34000
south atlantic division,male,27,never married/single,2 years of college,33000
south atlantic division,female,24,never married/single,4 years of college,14000
south atlantic division,male,36,"married, spouse present",4 years of college,84000
south atlantic division,female,38,"married, spouse present",5+ years of college,45000
south atlantic division,female,51,"married, spouse present",2 years of college,14200
south atlantic division,male,46,"married, spouse present",4 years of college,120000
south atlantic division,female,58,divorced,grade 12,8000
south atlantic division,male,34,never married/single,grade 12,108000
south atlantic division,female,33,never married/single,2 years of college,31000
south atlantic division,male,55,widowed,5+ years of college,0
south atlantic division,male,40,"married, spouse present",5+ years of college,100000
south atlantic division,female,37,"married, spouse present",5+ years of college,89000
south atlantic division,female,63,"married, spouse present",4 years of college,0
south atlantic division,female,61,"married, spouse present",2 years of college,39000
south atlantic division,male,59,"married, spouse present",5+ years of college,22000
south atlantic division,female,44,"married, spouse present",grade 12,0
south atlantic division,male,62,"married, spouse present",4 years of college,60000
south atlantic division,female,59,"married, spouse present",1 year of college,71000
south atlantic division,male,49,"married, spouse present",5+ years of college,148000
south atlantic division,female,50,"married, spouse present",4 years of college,0
south atlantic division,female,48,never married/single,5+ years of college,47000
south atlantic division,male,48,"married, spouse present",2 years of college,120000
south atlantic division,female,44,"married, spouse present",4 years of college,0
south atlantic division,female,51,never married/single,grade 10,24000
south atlantic division,female,27,never married/single,grade 12,15000
south atlantic division,female,37,separated,nursery school to grade 4,14000
south atlantic division,female,62,divorced,5+ years of college,190000
south atlantic division,female,61,"married, spouse present",5+ years of college,100000
south atlantic division,female,42,"married, spouse present",5+ years of college,112000
south atlantic division,male,42,"married, spouse present",grade 12,50000
south atlantic division,female,51,divorced,grade 12,129000
south atlantic division,male,49,separated,grade 12,5800
south atlantic division,male,27,"married, spouse present",4 years of college,55000
south atlantic division,female,24,"married, spouse present",2 years of college,21000
south atlantic division,female,59,divorced,grade 12,24000
south atlantic division,female,58,"married, spouse present",grade 12,46600
south atlantic division,female,35,never married/single,5+ years of college,111000
south atlantic division,female,36,"married, spouse present",5+ years of college,62000
south atlantic division,male,34,"married, spouse present",5+ years of college,159000
south atlantic division,female,57,"married, spouse present",1 year of college,43200
south atlantic division,male,59,"married, spouse present",grade 12,0
south atlantic division,female,63,"married, spouse present",1 year of college,95000
south atlantic division,male,37,widowed,4 years of college,12000
south atlantic division,female,36,"married, spouse absent",5+ years of college,18000
south atlantic division,male,41,divorced,grade 12,40000
south atlantic division,male,64,"married, spouse present",4 years of college,78000
south atlantic division,female,62,"married, spouse present",1 year of college,35000
south atlantic division,female,47,"married, spouse present",5+ years of college,64000
south atlantic division,male,50,"married, spouse present",1 year of college,40000
south atlantic division,female,21,never married/single,grade 12,2500
south atlantic division,female,18,never married/single,grade 11,4000
south atlantic division,male,33,never married/single,grade 12,2000
south atlantic division,male,58,"married, spouse present",4 years of college,150000
south atlantic division,female,47,"married, spouse present",4 years of college,80000
south atlantic division,male,24,never married/single,4 years of college,15000
south atlantic division,male,63,divorced,2 years of college,67000
south atlantic division,male,53,never married/single,4 years of college,127000
south atlantic division,female,56,"married, spouse present",1 year of college,56000
south atlantic division,male,26,never married/single,2 years of college,4600
south atlantic division,male,57,divorced,grade 12,6000
south atlantic division,female,44,divorced,5+ years of college,52000
south atlantic division,male,47,divorced,4 years of college,35000
south atlantic division,female,49,"married, spouse present",5+ years of college,120000
south atlantic division,male,58,"married, spouse present",2 years of college,80000
south atlantic division,female,45,"married, spouse present",5+ years of college,42000
south atlantic division,male,42,"married, spouse present",5+ years of college,47000
south atlantic division,male,27,never married/single,1 year of college,30000
south atlantic division,male,55,"married, spouse present",grade 12,64000
south atlantic division,female,55,"married, spouse present",grade 12,14500
south atlantic division,male,28,"married, spouse present",grade 12,21000
south atlantic division,male,21,never married/single,1 year of college,7300
south atlantic division,female,22,"married, spouse present",grade 12,10000
south atlantic division,male,32,"married, spouse present",4 years of college,66000
south atlantic division,female,33,"married, spouse present",5+ years of college,70000
south atlantic division,female,51,widowed,grade 11,14700
south atlantic division,male,34,never married/single,grade 12,46500
south atlantic division,female,63,"married, spouse present",grade 12,0
south atlantic division,female,64,"married, spouse present",grade 12,3800
south atlantic division,male,64,"married, spouse present",4 years of college,160000
south atlantic division,male,65,"married, spouse present",4 years of college,130000
south atlantic division,female,62,"married, spouse present",4 years of college,0
south atlantic division,male,19,never married/single,grade 11,0
south atlantic division,male,51,divorced,grade 12,66000
south atlantic division,female,34,"married, spouse present",4 years of college,516000
south atlantic division,male,34,"married, spouse present",4 years of college,280000
